date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:04:42	3068/3068	U-----	200	untouched ('')	image/png	date:Wed,%2005%20Nov%202025%2007:58:00%20GMT	https://pixydrops.com/laboix-html/assets/images/shapes/hero-1-4.png	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/images/shapes/hero-1-4.png	(from https://pixydrops.com/laboix-html/index.html)
16:04:42	72204/72204	U-----	200	untouched ('')	image/png	date:Wed,%2005%20Nov%202025%2008:21:43%20GMT	https://pixydrops.com/laboix-html/assets/images/about/about-s-2-1.png	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/images/about/about-s-2-1.png	(from https://pixydrops.com/laboix-html/index.html)
16:04:42	8281/8281	U-----	200	untouched ('')	image/png	date:Wed,%2005%20Nov%202025%2007:58:08%20GMT	https://pixydrops.com/laboix-html/assets/images/shapes/about-shape-2-1.png	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/images/shapes/about-shape-2-1.png	(from https://pixydrops.com/laboix-html/index.html)
16:04:42	16961/16961	U-----	200	untouched ('')	image/png	date:Wed,%2005%20Nov%202025%2007:58:09%20GMT	https://pixydrops.com/laboix-html/assets/images/shapes/about-shape-1-1.png	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/images/shapes/about-shape-1-1.png	(from https://pixydrops.com/laboix-html/index.html)
16:04:43	223174/223174	U-----	200	untouched ('')	image/png	date:Wed,%2005%20Nov%202025%2007:58:09%20GMT	https://pixydrops.com/laboix-html/assets/images/shapes/service-shape-1-1.png	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/images/shapes/service-shape-1-1.png	(from https://pixydrops.com/laboix-html/index.html)
16:04:43	445/445	U-----	200	untouched ('')	image/png	date:Wed,%2005%20Nov%202025%2008:19:25%20GMT	https://pixydrops.com/laboix-html/assets/images/shapes/science.png	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/images/shapes/science.png	(from https://pixydrops.com/laboix-html/index.html)
16:04:43	503/503	U-----	200	untouched ('')	image/png	date:Wed,%2005%20Nov%202025%2008:21:45%20GMT	https://pixydrops.com/laboix-html/assets/images/shapes/shape-service.png	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/images/shapes/shape-service.png	(from https://pixydrops.com/laboix-html/index.html)
16:04:43	48838/48838	U-----	200	untouched ('')	image/png	date:Wed,%2005%20Nov%202025%2008:21:47%20GMT	https://pixydrops.com/laboix-html/assets/images/service/service-1-2.png	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/images/service/service-1-2.png	(from https://pixydrops.com/laboix-html/index.html)
16:04:44	57849/57849	U-----	200	untouched ('')	image/png	date:Wed,%2005%20Nov%202025%2007:58:12%20GMT	https://pixydrops.com/laboix-html/assets/images/service/service-1-3.png	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/images/service/service-1-3.png	(from https://pixydrops.com/laboix-html/index.html)
16:04:44	26915/26915	U-----	200	untouched ('')	image/png	date:Wed,%2005%20Nov%202025%2007:58:13%20GMT	https://pixydrops.com/laboix-html/assets/images/shapes/why-choose-us.png	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/images/shapes/why-choose-us.png	(from https://pixydrops.com/laboix-html/index.html)
16:04:44	53259/53259	U-----	200	untouched ('')	image/png	date:Wed,%2005%20Nov%202025%2007:58:10%20GMT	https://pixydrops.com/laboix-html/assets/images/service/service-1-1.png	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/images/service/service-1-1.png	(from https://pixydrops.com/laboix-html/index.html)
16:04:44	8817/8817	U-----	200	untouched ('')	image/jpeg	date:Wed,%2005%20Nov%202025%2007:58:14%20GMT	https://pixydrops.com/laboix-html/assets/images/resources/why-choose-item-2-1.jpg	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/images/resources/why-choose-item-2-1.jpg	(from https://pixydrops.com/laboix-html/index.html)
16:04:44	8939/8939	U-----	200	untouched ('')	image/jpeg	date:Wed,%2005%20Nov%202025%2007:58:14%20GMT	https://pixydrops.com/laboix-html/assets/images/resources/why-choose-item-2-2.jpg	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/images/resources/why-choose-item-2-2.jpg	(from https://pixydrops.com/laboix-html/index.html)
16:04:45	60374/60374	U-----	200	untouched ('')	image/jpeg	date:Wed,%2005%20Nov%202025%2008:21:48%20GMT	https://pixydrops.com/laboix-html/assets/images/resources/why-choose-1-1.jpg	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/images/resources/why-choose-1-1.jpg	(from https://pixydrops.com/laboix-html/index.html)
16:04:45	4135/4135	---M--	200	added ('OK')	image/png	date:Wed,%2005%20Nov%202025%2009:04:43%20GMT	https://pixydrops.com/laboix-html/assets/images/shapes/about-shape-3-2.png	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/images/shapes/about-shape-3-2.png	(from https://pixydrops.com/laboix-html/index-2.html)
16:04:45	410/410	U-----	200	untouched ('')	image/png	date:Wed,%2005%20Nov%202025%2008:19:21%20GMT	https://pixydrops.com/laboix-html/assets/images/shapes/sec-title-s-2.png	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/images/shapes/sec-title-s-2.png	(from https://pixydrops.com/laboix-html/index.html)
16:04:45	74982/74982	U-----	200	untouched ('')	image/jpeg	date:Wed,%2005%20Nov%202025%2007:58:15%20GMT	https://pixydrops.com/laboix-html/assets/images/backgrounds/testimonial-bg-1.jpg	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/images/backgrounds/testimonial-bg-1.jpg	(from https://pixydrops.com/laboix-html/index.html)
16:04:45	440/440	U-----	200	untouched ('')	image/png	date:Wed,%2005%20Nov%202025%2008:21:50%20GMT	https://pixydrops.com/laboix-html/assets/images/shapes/work-teps.png	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/images/shapes/work-teps.png	(from https://pixydrops.com/laboix-html/index.html)
16:04:46	13453/13453	U-----	200	untouched ('')	image/png	date:Wed,%2005%20Nov%202025%2008:21:51%20GMT	https://pixydrops.com/laboix-html/assets/images/shapes/test-image-bg.png	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/images/shapes/test-image-bg.png	(from https://pixydrops.com/laboix-html/index.html)
16:04:46	3007/3007	U-----	200	untouched ('')	image/png	date:Wed,%2005%20Nov%202025%2008:21:52%20GMT	https://pixydrops.com/laboix-html/assets/images/resources/testi-thumb-1-1.png	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/images/resources/testi-thumb-1-1.png	(from https://pixydrops.com/laboix-html/index.html)
16:04:46	2868/2868	U-----	200	untouched ('')	image/png	date:Wed,%2005%20Nov%202025%2007:58:17%20GMT	https://pixydrops.com/laboix-html/assets/images/resources/testi-thumb-1-2.png	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/images/resources/testi-thumb-1-2.png	(from https://pixydrops.com/laboix-html/index.html)
16:04:46	3432/3432	U-----	200	untouched ('')	image/png	date:Wed,%2005%20Nov%202025%2008:21:53%20GMT	https://pixydrops.com/laboix-html/assets/images/resources/testi-thumb-1-3.png	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/images/resources/testi-thumb-1-3.png	(from https://pixydrops.com/laboix-html/index.html)
16:04:47	50358/50358	U-----	200	untouched ('')	image/png	date:Wed,%2005%20Nov%202025%2007:58:16%20GMT	https://pixydrops.com/laboix-html/assets/images/resources/testi-1-1.png	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/images/resources/testi-1-1.png	(from https://pixydrops.com/laboix-html/index.html)
16:04:47	8084/8084	U-----	200	untouched ('')	image/jpeg	date:Wed,%2005%20Nov%202025%2007:58:19%20GMT	https://pixydrops.com/laboix-html/assets/images/backgrounds/price-bg-1-2.jpg	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/images/backgrounds/price-bg-1-2.jpg	(from https://pixydrops.com/laboix-html/index.html)
16:04:47	68692/68692	U-----	200	untouched ('')	image/png	date:Wed,%2005%20Nov%202025%2008:21:55%20GMT	https://pixydrops.com/laboix-html/assets/images/resources/case-stady-1-1.png	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/images/resources/case-stady-1-1.png	(from https://pixydrops.com/laboix-html/index.html)
16:04:48	12307/12307	U-----	200	untouched ('')	image/jpeg	date:Wed,%2005%20Nov%202025%2008:21:54%20GMT	https://pixydrops.com/laboix-html/assets/images/backgrounds/price-bg-1-1.jpg	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/images/backgrounds/price-bg-1-1.jpg	(from https://pixydrops.com/laboix-html/index.html)
16:04:48	63082/63082	---M--	200	added ('OK')	image/png	date:Wed,%2005%20Nov%202025%2009:04:45%20GMT	https://pixydrops.com/laboix-html/assets/images/shapes/funfact-2-1.png	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/images/shapes/funfact-2-1.png	(from https://pixydrops.com/laboix-html/index-2.html)
16:04:48	70145/70145	U-----	200	untouched ('')	image/png	date:Wed,%2005%20Nov%202025%2007:58:22%20GMT	https://pixydrops.com/laboix-html/assets/images/resources/case-stady-1-2.png	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/images/resources/case-stady-1-2.png	(from https://pixydrops.com/laboix-html/index.html)
16:04:48	10086/10086	U-----	200	untouched ('')	image/jpeg	date:Wed,%2005%20Nov%202025%2008:21:54%20GMT	https://pixydrops.com/laboix-html/assets/images/backgrounds/price-bg-1-3.jpg	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/images/backgrounds/price-bg-1-3.jpg	(from https://pixydrops.com/laboix-html/index.html)
16:04:48	60824/60824	U-----	200	untouched ('')	image/png	date:Wed,%2005%20Nov%202025%2007:58:22%20GMT	https://pixydrops.com/laboix-html/assets/images/resources/case-stady-1-4.png	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/images/resources/case-stady-1-4.png	(from https://pixydrops.com/laboix-html/index.html)
16:04:49	18402/18402	U-----	200	untouched ('')	image/jpeg	date:Wed,%2005%20Nov%202025%2007:58:25%20GMT	https://pixydrops.com/laboix-html/assets/images/team/team-1-1.jpg	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/images/team/team-1-1.jpg	(from https://pixydrops.com/laboix-html/index.html)
16:04:49	74029/74029	U-----	200	untouched ('')	image/png	date:Wed,%2005%20Nov%202025%2007:58:22%20GMT	https://pixydrops.com/laboix-html/assets/images/resources/case-stady-1-3.png	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/images/resources/case-stady-1-3.png	(from https://pixydrops.com/laboix-html/index.html)
16:04:49	10049/10049	---M--	200	added ('OK')	image/png	date:Wed,%2005%20Nov%202025%2009:04:46%20GMT	https://pixydrops.com/laboix-html/assets/images/resources/testi-2-1.png	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/images/resources/testi-2-1.png	(from https://pixydrops.com/laboix-html/index-2.html)
16:04:50	357586/357586	U-----	200	untouched ('')	image/png	date:Wed,%2005%20Nov%202025%2007:58:25%20GMT	https://pixydrops.com/laboix-html/assets/images/backgrounds/video-bg.png	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/images/backgrounds/video-bg.png	(from https://pixydrops.com/laboix-html/index.html)
16:04:50	25797/25797	U-----	200	untouched ('')	image/jpeg	date:Wed,%2005%20Nov%202025%2007:58:26%20GMT	https://pixydrops.com/laboix-html/assets/images/team/team-1-2.jpg	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/images/team/team-1-2.jpg	(from https://pixydrops.com/laboix-html/index.html)
16:04:51	29766/29766	U-----	200	untouched ('')	image/jpeg	date:Wed,%2005%20Nov%202025%2007:58:26%20GMT	https://pixydrops.com/laboix-html/assets/images/team/team-1-4.jpg	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/images/team/team-1-4.jpg	(from https://pixydrops.com/laboix-html/index.html)
16:04:51	37540/37540	U-----	200	untouched ('')	image/png	date:Wed,%2005%20Nov%202025%2007:58:26%20GMT	https://pixydrops.com/laboix-html/assets/images/blog/blog-1-1.png	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/images/blog/blog-1-1.png	(from https://pixydrops.com/laboix-html/index.html)
16:04:51	12974/12974	---M--	200	added ('OK')	image/png	date:Wed,%2005%20Nov%202025%2009:04:48%20GMT	https://pixydrops.com/laboix-html/assets/images/resources/testi-2-2.png	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/images/resources/testi-2-2.png	(from https://pixydrops.com/laboix-html/index-2.html)
16:04:51	21810/21810	U-----	200	untouched ('')	image/jpeg	date:Wed,%2005%20Nov%202025%2007:58:26%20GMT	https://pixydrops.com/laboix-html/assets/images/team/team-1-3.jpg	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/images/team/team-1-3.jpg	(from https://pixydrops.com/laboix-html/index.html)
16:04:51	3158/3158	U-----	200	untouched ('')	image/png	date:Wed,%2005%20Nov%202025%2008:19:36%20GMT	https://pixydrops.com/laboix-html/assets/images/blog/blog-author-1-1.jpg	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/images/blog/blog-author-1-1.png	(from https://pixydrops.com/laboix-html/index.html)
16:04:52	2274/2274	U-----	200	untouched ('')	image/png	date:Wed,%2005%20Nov%202025%2007:58:28%20GMT	https://pixydrops.com/laboix-html/assets/images/blog/blog-author-1-2.jpg	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/images/blog/blog-author-1-2.png	(from https://pixydrops.com/laboix-html/index.html)
16:04:52	49071/49071	U-----	200	untouched ('')	image/png	date:Wed,%2005%20Nov%202025%2007:58:28%20GMT	https://pixydrops.com/laboix-html/assets/images/blog/blog-1-2.png	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/images/blog/blog-1-2.png	(from https://pixydrops.com/laboix-html/index.html)
16:04:52	2970/2970	U-----	200	untouched ('')	image/png	date:Wed,%2005%20Nov%202025%2007:58:28%20GMT	https://pixydrops.com/laboix-html/assets/images/blog/blog-author-1-3.jpg	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/images/blog/blog-author-1-3.png	(from https://pixydrops.com/laboix-html/index.html)
16:04:52	10353/10353	---M--	200	added ('OK')	image/png	date:Wed,%2005%20Nov%202025%2009:04:50%20GMT	https://pixydrops.com/laboix-html/assets/images/shapes/testi-shape-1-1.png	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/images/shapes/testi-shape-1-1.png	(from https://pixydrops.com/laboix-html/index-2.html)
16:04:53	45449/45449	U-----	200	untouched ('')	image/png	date:Wed,%2005%20Nov%202025%2007:58:28%20GMT	https://pixydrops.com/laboix-html/assets/images/blog/blog-1-3.png	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/images/blog/blog-1-3.png	(from https://pixydrops.com/laboix-html/index.html)
16:04:53	6242/6242	U-----	200	untouched ('')	image/png	date:Wed,%2005%20Nov%202025%2007:58:30%20GMT	https://pixydrops.com/laboix-html/assets/images/logo-light.png	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/images/logo-light.png	(from https://pixydrops.com/laboix-html/index.html)
16:04:53	1066/1066	U-----	200	untouched ('')	image/png	date:Wed,%2005%20Nov%202025%2007:58:29%20GMT	https://pixydrops.com/laboix-html/assets/images/resources/brand-2-1.png	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/images/resources/brand-2-1.png	(from https://pixydrops.com/laboix-html/index.html)
16:04:54	7305/7305	U-----	200	untouched ('')	image/png	date:Wed,%2005%20Nov%202025%2007:58:31%20GMT	https://pixydrops.com/laboix-html/assets/images/shapes/footer-shape-1-2.png	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/images/shapes/footer-shape-1-2.png	(from https://pixydrops.com/laboix-html/index.html)
16:04:54	3116/3116	U-----	200	untouched ('')	image/png	date:Wed,%2005%20Nov%202025%2007:58:30%20GMT	https://pixydrops.com/laboix-html/assets/images/shapes/footer-shape-1-1.png	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/images/shapes/footer-shape-1-1.png	(from https://pixydrops.com/laboix-html/index.html)
16:04:59	88353/88353	---M--	200	added ('OK')	image/png	date:Wed,%2005%20Nov%202025%2009:04:52%20GMT	https://pixydrops.com/laboix-html/assets/images/resources/case-stady-2-1.png	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/images/resources/case-stady-2-1.png	(from https://pixydrops.com/laboix-html/index-2.html)
16:04:59	80427/80427	U-----	200	untouched ('OK')	application/x-javascript	etag:%2213a2b-658d890c-d279a2dfa0ccacfd;gz%22	https://pixydrops.com/laboix-html/assets/vendors/bootstrap/js/bootstrap.bundle.min.js	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/vendors/bootstrap/js/bootstrap.bundle.min.js	(from https://pixydrops.com/laboix-html/index.html)
16:04:59	87464/87464	U-----	200	untouched ('OK')	application/x-javascript	etag:%22155a8-658d890c-a6e34d0916b251ab;gz%22	https://pixydrops.com/laboix-html/assets/vendors/jquery/jquery-3.7.0.min.js	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/vendors/jquery/jquery-3.7.0.min.js	(from https://pixydrops.com/laboix-html/index.html)
16:04:59	15505/15505	U-----	200	untouched ('OK')	application/x-javascript	etag:%223c91-658d890c-727d52c973de2726;gz%22	https://pixydrops.com/laboix-html/assets/vendors/jarallax/jarallax.min.js	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/vendors/jarallax/jarallax.min.js	(from https://pixydrops.com/laboix-html/index.html)
16:04:59	2381/2381	U-----	200	untouched ('OK')	application/x-javascript	etag:%2294d-658d890c-b8359a9efb3452ab;gz%22	https://pixydrops.com/laboix-html/assets/vendors/jquery-ajaxchimp/jquery.ajaxchimp.min.js	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/vendors/jquery-ajaxchimp/jquery.ajaxchimp.min.js	(from https://pixydrops.com/laboix-html/index.html)
16:05:00	4454/4454	U-----	200	untouched ('OK')	application/x-javascript	etag:%221166-658d890c-e7fb019df6e2c697;gz%22	https://pixydrops.com/laboix-html/assets/vendors/jquery-circle-progress/jquery.circle-progress.min.js	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/vendors/jquery-circle-progress/jquery.circle-progress.min.js	(from https://pixydrops.com/laboix-html/index.html)
16:05:00	20219/20219	U-----	200	untouched ('OK')	application/x-javascript	etag:%224efb-658d890c-a1d71b68db8a122f;gz%22	https://pixydrops.com/laboix-html/assets/vendors/jquery-magnific-popup/jquery.magnific-popup.min.js	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/vendors/jquery-magnific-popup/jquery.magnific-popup.min.js	(from https://pixydrops.com/laboix-html/index.html)
16:05:00	21093/21093	U-----	200	untouched ('OK')	application/x-javascript	etag:%225265-658d890c-b8a0fccff3ae6680;gz%22	https://pixydrops.com/laboix-html/assets/vendors/jquery-validate/jquery.validate.min.js	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/vendors/jquery-validate/jquery.validate.min.js	(from https://pixydrops.com/laboix-html/index.html)
16:05:00	1266/1266	U-----	200	untouched ('OK')	application/x-javascript	etag:%224f2-658d890c-85cc94bccb2b08fd;gz%22	https://pixydrops.com/laboix-html/assets/vendors/jquery-appear/jquery.appear.min.js	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/vendors/jquery-appear/jquery.appear.min.js	(from https://pixydrops.com/laboix-html/index.html)
16:05:01	89557/89557	---M--	200	added ('OK')	image/png	date:Wed,%2005%20Nov%202025%2009:04:58%20GMT	https://pixydrops.com/laboix-html/assets/images/resources/case-stady-2-2.png	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/images/resources/case-stady-2-2.png	(from https://pixydrops.com/laboix-html/index-2.html)
16:05:01	2235/2235	U-----	200	untouched ('OK')	application/x-javascript	etag:%228bb-658d890c-b397ca914931cf26;gz%22	https://pixydrops.com/laboix-html/assets/vendors/wnumb/wNumb.min.js	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/vendors/wnumb/wNumb.min.js	(from https://pixydrops.com/laboix-html/index.html)
16:05:01	44348/44348	U-----	200	untouched ('OK')	application/x-javascript	etag:%22ad3c-658d890c-670933f6e6502e4c;gz%22	https://pixydrops.com/laboix-html/assets/vendors/owl-carousel/js/owl.carousel.min.js	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/vendors/owl-carousel/js/owl.carousel.min.js	(from https://pixydrops.com/laboix-html/index.html)
16:05:01	23883/23883	U-----	200	untouched ('OK')	application/x-javascript	etag:%225d4b-658d890c-4fd2fc49391eb46;gz%22	https://pixydrops.com/laboix-html/assets/vendors/nouislider/nouislider.min.js	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/vendors/nouislider/nouislider.min.js	(from https://pixydrops.com/laboix-html/index.html)
16:05:01	7119/7119	U-----	200	untouched ('OK')	application/x-javascript	etag:%221bcf-658d890c-5fde8f80f2e96e7;gz%22	https://pixydrops.com/laboix-html/assets/vendors/imagesloaded/imagesloaded.min.js	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/vendors/imagesloaded/imagesloaded.min.js	(from https://pixydrops.com/laboix-html/index.html)
16:05:02	37779/37779	U-----	200	untouched ('OK')	application/x-javascript	etag:%229393-658d890c-2401b6b43cb6a890;gz%22	https://pixydrops.com/laboix-html/assets/vendors/isotope/isotope.js	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/vendors/isotope/isotope.js	(from https://pixydrops.com/laboix-html/index.html)
16:05:02	6340/6340	U-----	200	untouched ('OK')	application/x-javascript	etag:%2218c4-658d890c-3c10b4252673d800;gz%22	https://pixydrops.com/laboix-html/assets/vendors/countdown/countdown.min.js	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/vendors/countdown/countdown.min.js	(from https://pixydrops.com/laboix-html/index.html)
16:05:02	6300/6300	U-----	200	untouched ('OK')	application/x-javascript	etag:%22189c-658d890c-c216c16216bbfeb7;gz%22	https://pixydrops.com/laboix-html/assets/vendors/wow/wow.js	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/vendors/wow/wow.js	(from https://pixydrops.com/laboix-html/index.html)
16:05:02	72196/72196	---M--	200	added ('OK')	image/png	date:Wed,%2005%20Nov%202025%2009:05:00%20GMT	https://pixydrops.com/laboix-html/assets/images/resources/case-stady-2-3.png	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/images/resources/case-stady-2-3.png	(from https://pixydrops.com/laboix-html/index-2.html)
16:05:02	147169/147169	U-----	200	untouched ('')	application/javascript	etag:%225eb03cee-23ee1%22	https://cdnjs.cloudflare.com/ajax/libs/Chart.js/2.1.4/Chart.min.js	C:/Kuliah/template/template_project_LAB_NCS/cdnjs.cloudflare.com/ajax/libs/Chart.js/2.1.4/Chart.min.js	(from https://pixydrops.com/laboix-html/index.html)
16:05:03	5095/5095	U-----	200	untouched ('OK')	application/x-javascript	etag:%2213e7-658d890c-21cf72eb8824d255;gz%22	https://pixydrops.com/laboix-html/assets/vendors/jquery-circleType/jquery.circleType.js	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/vendors/jquery-circleType/jquery.circleType.js	(from https://pixydrops.com/laboix-html/index.html)
16:05:03	136822/136822	U-----	200	untouched ('')	application/vnd.ms-fontobject	etag:%2221676-658d890c-90a324736a8f60c8;gz%22	https://pixydrops.com/laboix-html/assets/vendors/fontawesome/webfonts/fa-brands-400.eot	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/vendors/fontawesome/webfonts/fa-brands-400.eot	(from https://pixydrops.com/laboix-html/assets/vendors/fontawesome/css/all.min.css)
16:05:03	78460/78460	U-----	200	untouched ('')	font/woff2	etag:%221327c-658d890c-7f0494de4c98c27e;;;%22	https://pixydrops.com/laboix-html/assets/vendors/fontawesome/webfonts/fa-brands-400.woff2	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/vendors/fontawesome/webfonts/fa-brands-400.woff2	(from https://pixydrops.com/laboix-html/assets/vendors/fontawesome/css/all.min.css)
16:05:03	136822/136822	U-----	200	untouched ('')	application/vnd.ms-fontobject	etag:%2221676-658d890c-90a324736a8f60c8;gz%22	https://pixydrops.com/laboix-html/assets/vendors/fontawesome/webfonts/fa-brands-400.eot?	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/vendors/fontawesome/webfonts/fa-brands-400d41d.eot	(from https://pixydrops.com/laboix-html/assets/vendors/fontawesome/css/all.min.css)
16:05:09	84108/84108	---M--	200	added ('OK')	image/png	date:Wed,%2005%20Nov%202025%2009:05:02%20GMT	https://pixydrops.com/laboix-html/assets/images/resources/our-work-2-1.png	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/images/resources/our-work-2-1.png	(from https://pixydrops.com/laboix-html/index-2.html)
16:05:09	92136/92136	U-----	200	untouched ('')	application/font-woff	etag:W/%22167e8-658d890c-99cea264e466356b;;;%22	https://pixydrops.com/laboix-html/assets/vendors/fontawesome/webfonts/fa-brands-400.woff	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/vendors/fontawesome/webfonts/fa-brands-400.woff	(from https://pixydrops.com/laboix-html/assets/vendors/fontawesome/css/all.min.css)
16:05:09	136516/136516	U-----	200	untouched ('')	application/x-font-ttf	etag:%2221544-658d890c-dc97545c20be2bd2;gz%22	https://pixydrops.com/laboix-html/assets/vendors/fontawesome/webfonts/fa-brands-400.ttf	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/vendors/fontawesome/webfonts/fa-brands-400.ttf	(from https://pixydrops.com/laboix-html/assets/vendors/fontawesome/css/all.min.css)
16:05:09	751262/751262	U-----	200	untouched ('OK')	image/svg+xml	etag:%22b769e-658d890c-e2cb07ade9abb3af;gz%22	https://pixydrops.com/laboix-html/assets/vendors/fontawesome/webfonts/fa-brands-400.svg	C:/Kuliah/template/template_project_LAB_NCS/pixydrops.com/laboix-html/assets/vendors/fontawesome/webfonts/fa-brands-400.svg	(from https://pixydrops.com/laboix-html/assets/vendors/fontawesome/css/all.min.css)
